Gene mut_lof mut_mis3 dn_lof dn_mis3 cc_case1 cc_case2 cc_control1 cc_control2
G1998 3.7554398174453e-07 1.04146e-10 0 0 0 0 0 0
G1999 2.98385174235504e-07 3.84308e-07 0 0 6 0 12 0
G2000 9.01025855821445e-08 1.04146e-10 0 0 0 0 0 0
G2001 5.9776432059421e-07 1.04146e-10 0 0 0 0 0 0
G2002 9.06220248181155e-08 1.04146e-10 0 0 0 0 0 0
G2003 4.43477627626036e-07 1.04146e-10 0 0 0 0 0 0
G2004 2.91037722411804e-07 1.04146e-10 0 0 0 0 0 0
G2005 1.21674798058856e-06 1.90261e-06 0 0 0 9 0 0
G2006 4.99910948239269e-07 1.04146e-10 0 0 0 2 0 6
G2007 2.26794713630087e-07 1.04146e-10 0 0 0 0 0 0
G2008 1.31656540030417e-06 2.62322e-06 0 0 3 0 2 0
G2009 6.65629816878465e-07 2.06204e-06 0 0 0 0 0 0
G2010 1.06777461497572e-06 1.35216e-06 0 0 0 0 0 0
G2011 4.92441503591975e-07 1.04146e-10 0 0 0 0 0 0
G2012 6.5382799458768e-07 1.35765e-06 0 0 0 0 0 0
G2013 3.4262875382277e-07 3.96799e-07 0 0 0 0 0 0
G2014 4.69597443465059e-07 1.04146e-10 0 0 0 0 0 0
G2015 4.08791699417378e-07 1.04146e-10 0 0 0 0 0 0
G2016 5.22589884864395e-07 1.04146e-10 0 0 0 0 0 0
G2017 4.03262115256361e-07 1.04146e-10 0 0 0 0 0 0
G2018 9.9960004373018e-07 2.43941e-08 0 0 0 0 0 0
G2019 2.73657264419703e-07 1.04146e-10 0 0 0 0 0 0
G2020 1.32375042865093e-06 1.04146e-10 0 0 15 0 35 0
G2021 4.6912671703414e-07 1.04146e-10 0 0 0 0 0 0
G2022 6.3126951966159e-07 9.30207e-07 0 0 1 0 2 0
G2023 1.06916956518563e-06 2.20638e-06 0 0 0 0 0 0
G2024 1.44368138498087e-06 1.04146e-10 0 0 2 0 3 0
G2025 1.27430792838305e-06 1.06038e-06 0 0 0 0 0 0
G2026 1.19342526220687e-06 9.47573e-07 0 0 0 3 0 6
G2027 2.18289856536554e-07 1.7309e-07 0 0 0 3 0 4
G2028 2.21443916458187e-06 5.45083e-07 0 0 0 0 0 0
G2029 9.0387127033918e-07 1.02598e-06 0 0 0 0 0 0
G2030 1.43311795175677e-06 5.04554e-06 0 0 0 0 0 0
G2031 2.60082984582259e-07 1.04146e-10 0 0 0 0 0 0
G2032 2.14762507553705e-07 1.04146e-10 0 0 13 0 13 0
G2033 2.70177666099069e-07 1.04146e-10 0 0 0 0 0 0
G2034 2.69644447635197e-07 1.04146e-10 0 0 0 0 0 0
G2035 9.35042933247515e-07 6.58286e-09 0 0 0 0 0 0
G2036 3.69108199816148e-06 4.58576e-06 0 1 0 0 0 0
G2037 6.70510845226865e-07 1.04146e-10 0 0 0 0 0 0
G2038 3.32049639984898e-07 5.08213e-07 0 0 0 0 0 0
G2039 3.20771847287059e-07 1.04146e-10 0 0 0 3 0 0
G2040 5.2326946492183e-07 1.04146e-10 0 0 0 0 0 1
G2041 4.75978127055187e-07 1.04146e-10 0 0 0 0 0 0
G2042 4.86207860300735e-07 1.04146e-10 0 0 0 0 0 0
G2043 7.37704706999855e-07 4.66824e-07 0 0 0 0 0 0
G2044 3.23643812072389e-06 9.39192e-06 0 0 0 2 0 2
G2045 4.51223065079598e-07 1.04146e-10 0 0 0 3 0 1
G2046 3.96524014390903e-07 1.04146e-10 0 0 0 0 0 0
G2047 4.5078345509934e-07 6.47395e-07 0 0 0 0 0 0
G2048 1.21499700923872e-06 1.40126e-07 0 0 0 0 0 0
G2049 4.59571866358552e-08 1.04146e-10 0 0 0 0 2 0
G2050 2.32113046656205e-07 1.04146e-10 0 0 0 0 0 0
G2051 8.89775844247005e-07 2.57626e-06 0 0 0 0 0 0
G2052 5.7457797371264e-07 3.97761e-06 0 0 0 0 0 0
G2053 1.56053912535904e-07 1.04146e-10 0 0 0 0 0 0
G2054 1.62414963588085e-07 1.04146e-10 0 0 0 0 0 0
G2055 1.38616824426435e-07 1.04146e-10 0 0 1 0 5 0
G2056 9.9898755645884e-07 3.1124e-07 0 0 0 0 0 0
G2057 9.7098521935614e-07 3.17139e-06 0 0 0 0 0 0
G2058 3.9616071275619e-07 1.04146e-10 0 0 0 0 0 0
G2059 1.83506552014292e-07 1.04146e-10 0 0 0 0 0 0
G2060 1.10651463339557e-07 1.04146e-10 0 0 0 0 0 0
G2061 9.4035347813e-08 1.04146e-10 0 0 0 0 0 0
G2062 7.80754413658115e-07 1.75308e-06 0 0 0 0 0 0
G2063 1.33443688803614e-07 1.04146e-10 0 0 0 0 0 0
G2064 5.00972026693645e-07 4.51842e-08 0 0 0 0 0 0
G2065 9.76230627403905e-07 1.34282e-06 0 0 0 0 0 1
G2066 3.49376099659018e-07 1.04146e-10 0 0 0 0 0 0
G2067 5.23559950252525e-07 1.04146e-10 0 0 1 1 2 1
G2068 1.36742928732619e-06 5.56058e-06 0 0 0 0 0 0
G2069 7.51950851106145e-07 1.04146e-10 0 0 0 0 0 0
G2070 7.6859135134255e-07 1.04146e-10 0 0 0 0 0 0
G2071 2.02331056445299e-07 1.04146e-10 0 0 0 1 0 1
G2072 5.2861375610674e-07 7.91452e-07 0 0 0 0 0 0
G2073 8.2079513355117e-07 1.04146e-10 0 0 1 0 0 0
G2074 1.06210759733456e-06 1.04146e-10 0 0 0 0 1 0
G2075 4.25330968072697e-07 1.04146e-10 0 0 0 15 0 26
G2076 1.63303290970289e-06 2.41567e-06 0 0 0 0 0 0
G2077 1.58299100415468e-06 2.65727e-06 0 0 0 0 0 0
G2078 4.61140750967984e-06 9.22047e-06 0 0 0 0 0 0
G2079 6.71792247052135e-07 3.36209e-06 0 0 0 1 0 1
G2080 3.94995219918341e-07 1.21424e-06 0 0 0 0 0 0
G2081 3.77345352653581e-07 1.04146e-10 0 0 0 0 0 0
G2082 2.66853827197189e-07 1.04146e-10 0 0 0 0 0 0
G2083 2.67922655909716e-06 7.44378e-06 0 0 0 0 0 0
G2084 3.72902975982537e-07 1.04146e-10 0 0 0 0 0 0
G2085 3.31458482729053e-06 1.04146e-10 0 0 0 7 0 10
G2086 5.9938573676642e-07 1.04146e-10 0 0 1 0 0 0
G2087 5.4363713278304e-07 1.04146e-10 0 0 1 0 0 0
G2088 5.6119158708207e-07 1.51404e-06 0 0 0 0 0 0
G2089 1.41461559176445e-06 1.13459e-06 0 0 4 0 3 0
G2090 9.52268781608445e-07 1.72203e-06 0 0 0 0 0 0
G2091 8.7486584738438e-07 2.61461e-06 0 0 0 0 0 0
G2092 8.5366102040888e-07 5.83483e-07 0 0 0 0 0 0
G2093 4.48118836550178e-07 1.04146e-10 0 0 0 0 0 0
G2094 4.3260367715968e-07 1.06918e-06 0 0 1 0 2 0
G2095 4.35139245574095e-07 7.25481e-07 0 0 0 0 0 0
G2096 6.33024244276565e-07 1.04146e-10 0 0 0 0 0 0
G2097 6.5600668818491e-07 7.91246e-07 0 0 0 0 0 0
G2098 3.47810216881143e-07 1.04146e-10 0 0 0 0 0 0
G2099 7.3247885630143e-07 6.44434e-07 0 0 0 0 0 0
G2100 1.04048818253729e-06 1.61942e-06 0 0 0 0 0 0
G2101 1.72930096826754e-07 1.04146e-10 0 0 0 0 0 0
G2102 6.3832329786842e-07 5.17721e-07 0 0 0 0 0 0
G2103 6.58978977111435e-07 1.6728e-06 0 0 0 0 0 0
G2104 4.33763942436624e-07 1.05096e-06 0 0 0 0 0 0
G2105 1.89873798255907e-06 2.71846e-06 0 0 1 0 2 0
G2106 3.72024696357624e-07 1.04146e-10 0 0 0 0 0 0
G2107 5.65610866228805e-07 7.19092e-07 0 0 0 0 0 0
G2108 4.76276483947015e-07 1.04146e-10 0 0 0 0 0 0
G2109 3.91271763897372e-07 6.58845e-07 0 0 0 0 0 0
G2110 1.36239027368894e-06 5.92101e-07 0 0 0 0 0 0
G2111 8.03457413469595e-07 1.04146e-10 0 0 0 0 0 0
G2112 1.17845549268485e-06 1.67818e-06 0 0 3 0 2 0
G2113 1.7833280419042e-07 1.04146e-10 0 0 1 0 3 0
G2114 3.24593680552364e-07 1.04146e-10 0 0 0 1 0 2
G2115 2.82247028146937e-07 1.04146e-10 0 0 0 0 0 0
G2116 3.65331314849417e-07 1.04146e-10 0 0 3 0 0 0
G2117 4.8326088058794e-06 1.18359e-05 0 0 0 0 0 0
G2118 6.9795957681072e-07 2.15121e-06 0 0 0 3 0 8
G2119 1.33036368672093e-06 1.04146e-10 0 0 11 1 25 1
G2120 4.6931065967277e-07 4.1154e-07 0 0 0 0 0 0
G2121 1.14168464142737e-06 2.32572e-06 0 0 0 0 0 0
G2122 5.3513212080835e-07 1.04146e-10 0 0 0 0 0 0
G2123 2.15510017960553e-06 1.46565e-06 0 0 0 2 0 4
G2124 3.97910974590144e-07 1.04146e-10 0 0 0 0 0 0
G2125 2.34741765240501e-07 1.04146e-10 0 0 0 0 0 0
G2126 9.6110979530744e-07 1.04146e-10 0 0 0 0 0 0
G2127 8.38059216617455e-07 9.85091e-07 0 0 0 0 0 0
G2128 5.3033157539753e-07 1.04146e-10 0 0 0 0 0 0
G2129 1.4875062217776e-07 1.04146e-10 0 0 0 0 0 0
G2130 1.11636287618359e-06 2.97105e-06 0 0 0 9 0 19
G2131 7.94985759125055e-07 1.4448e-06 0 0 0 0 0 1
G2132 3.17371490241776e-07 1.04146e-10 0 0 0 0 0 0
G2133 2.69441915671209e-07 1.04146e-10 0 0 0 0 0 0
G2134 6.6120257964347e-07 7.09905e-07 0 0 3 0 1 0
G2135 4.74569068860243e-07 1.04146e-10 0 0 1 0 0 0
G2136 9.21550994600495e-07 2.63233e-06 0 0 0 0 0 0
G2137 4.5533016980725e-07 1.04146e-10 0 0 0 0 0 0
G2138 4.60169320692344e-08 1.04146e-10 0 0 0 0 0 0
G2139 2.14182212625926e-06 1.5243e-06 0 0 0 0 0 0
G2140 3.58949450752845e-07 1.04146e-10 0 0 0 24 0 21
G2141 3.86592824730832e-07 1.04146e-10 0 0 0 0 0 0
G2142 2.21183895236386e-07 1.04146e-10 0 0 0 0 0 0
G2143 3.42983149293764e-07 1.04146e-10 0 0 1 0 0 0
G2144 9.7700667304403e-06 1.69282e-05 0 0 0 0 0 0
G2145 9.71718133485365e-06 1.69282e-05 0 0 0 0 0 0
G2146 1.48872022894964e-06 1.69015e-06 0 0 0 0 0 0
G2147 8.5104668334977e-07 2.11033e-07 0 0 0 0 0 0
G2148 6.91824708861155e-07 3.24249e-07 0 0 0 0 0 0
G2149 5.1751873183062e-07 4.57775e-07 0 0 0 5 0 17
G2150 4.31150263199015e-06 3.73053e-06 1 0 0 0 0 0
G2151 6.22171834714605e-07 1.75628e-06 0 0 0 0 0 0
G2152 7.96224919739435e-07 1.04146e-10 0 0 0 0 0 0
G2153 8.0988021568686e-07 2.05682e-06 0 0 0 0 0 0
G2154 1.56117224233909e-06 3.93822e-06 0 0 0 0 0 0
G2155 5.88448011858065e-07 1.04146e-10 0 0 0 0 0 0
G2156 3.32922280599929e-07 5.26986e-07 0 0 0 4 0 3
G2157 7.93403048173205e-07 1.27863e-06 0 0 0 0 0 0
G2158 3.04168370309325e-07 1.04146e-10 0 0 0 0 0 0
G2159 3.30345398466454e-07 1.04146e-10 0 0 0 0 0 0
G2160 4.80748552201694e-07 4.90613e-07 0 0 0 0 0 0
G2161 3.25639784308263e-07 1.04146e-10 0 0 0 0 0 0
G2162 9.497948837503e-07 4.62203e-07 0 0 0 0 0 0
G2163 2.46555057764428e-07 1.04146e-10 0 0 0 0 0 0
G2164 9.2444477314736e-07 1.04146e-10 0 0 0 0 0 0
G2165 1.80373744124745e-07 1.04146e-10 0 0 0 0 0 0
G2166 4.92685262215996e-06 7.22179e-06 0 0 1 0 6 0
G2167 5.1271395782818e-07 1.04146e-10 0 0 0 0 0 0
G2168 3.03898872165478e-07 7.8057e-07 0 0 0 15 0 22
G2169 3.63528437788613e-07 1.04146e-10 0 0 0 0 0 0
G2170 9.615688181474e-07 3.09816e-06 0 0 0 0 0 0
G2171 2.97874556953455e-07 1.04146e-10 0 0 0 0 0 0
G2172 9.029228156711e-08 1.04146e-10 0 0 7 0 8 0
G2173 5.2581928888426e-07 1.30719e-06 0 0 0 0 1 0
G2174 4.73604574078571e-07 1.04146e-10 0 0 1 0 2 0
G2175 1.62550098333024e-06 2.56808e-06 0 0 0 0 0 0
G2176 4.75666770847057e-07 1.04146e-10 0 0 0 0 0 0
G2177 7.1580165413534e-06 8.96815e-07 0 0 0 1 0 11
G2178 1.00786331223015e-06 1.09328e-06 0 0 0 0 0 0
G2179 3.0512714115001e-07 1.04146e-10 0 0 0 0 0 0
G2180 3.95744747607678e-07 1.04146e-10 0 0 0 0 0 0
G2181 4.18756713735335e-07 1.04146e-10 0 0 0 0 0 0
G2182 3.0718782704364e-07 1.04146e-10 0 0 2 0 0 0
G2183 1.02104372505416e-06 1.04146e-10 0 0 0 0 0 0
G2184 4.76269241875907e-07 1.04146e-10 0 0 0 13 0 7
G2185 1.01732697603712e-06 1.04146e-10 0 0 0 0 0 0
G2186 2.44072582361727e-07 1.04146e-10 0 0 0 0 0 0
G2187 1.37034415699514e-07 1.04146e-10 0 0 0 0 0 0
G2188 2.10401865865971e-07 1.04146e-10 0 0 0 0 0 0
G2189 6.6139699800712e-07 1.04146e-10 0 0 0 6 0 8
G2190 5.2635117010451e-07 1.04146e-10 0 0 0 0 0 0
G2191 2.66305958136353e-07 1.04146e-10 0 0 0 0 0 0
G2192 2.6834693547592e-06 5.20055e-06 1 0 0 0 0 0
G2193 4.06916220916571e-07 1.04146e-10 0 0 0 0 0 0
G2194 6.85568682117705e-07 1.84746e-06 0 0 2 0 3 0
G2195 1.08948457902454e-06 4.21091e-07 0 0 0 0 0 0
G2196 2.58559223024063e-07 1.04146e-10 0 0 0 0 0 0
G2197 1.38509216014006e-07 1.04146e-10 0 0 0 0 0 0
G2198 1.61075540025807e-06 1.04146e-10 0 0 0 0 0 0
G2199 9.7221684652387e-07 1.42145e-06 0 0 0 5 0 16
G2200 7.5150537273195e-07 1.04146e-10 0 0 0 0 0 0
G2201 1.65039121645084e-07 1.04146e-10 0 0 0 0 0 0
G2202 5.8141185762568e-07 1.68539e-07 0 0 0 0 2 0
G2203 6.67525820728105e-07 1.04146e-10 0 0 0 0 0 0
G2204 4.47638121832142e-08 1.04146e-10 0 0 0 0 0 0
G2205 1.61985667548391e-06 3.95655e-06 0 0 0 0 0 0
G2206 3.50956755739755e-06 6.21055e-06 0 0 0 0 0 0
G2207 3.40058999524401e-07 1.04146e-10 0 0 0 0 0 0
G2208 3.58893833595439e-07 1.04146e-10 0 0 0 0 0 0
G2209 6.31264893012355e-07 7.28426e-07 0 0 0 0 0 0
G2210 1.03411442468681e-06 2.8154e-06 0 0 0 0 0 0
G2211 1.70713514792349e-06 1.70388e-07 0 0 0 0 0 0
G2212 5.6201998054448e-07 1.04146e-10 0 0 0 0 0 0
G2213 1.08878529471039e-07 1.04146e-10 0 0 0 1 0 0
G2214 8.93467521495155e-07 1.04146e-10 0 0 0 0 0 0
G2215 4.99320371481121e-07 5.60458e-07 0 0 0 0 0 0
G2216 2.66805632865185e-07 1.04146e-10 0 0 28 0 27 0
G2217 6.25130825020055e-07 5.90458e-08 0 0 0 0 0 0
G2218 4.40380414729986e-07 1.0112e-06 0 0 0 0 0 0
G2219 8.56195686689795e-07 8.97417e-07 0 0 7 0 7 0
G2220 6.07480799445955e-07 1.04146e-10 0 0 0 0 0 0
G2221 2.7376085930746e-07 1.04146e-10 0 0 0 0 0 0
G2222 1.97856666225928e-06 3.22874e-06 0 0 0 0 0 0
G2223 8.4366334264132e-07 1.75265e-06 0 0 0 1 0 0
G2224 3.55754699687366e-07 1.04146e-10 0 0 1 0 1 0
G2225 2.2567454748691e-06 5.00241e-06 0 0 0 0 0 0
G2226 1.32722751327419e-06 1.98736e-06 0 0 0 0 0 0
G2227 7.83604932080705e-07 3.06596e-06 0 0 0 32 0 43
G2228 7.0421580406425e-07 2.14629e-06 0 0 0 0 0 0
G2229 3.84121010001439e-07 1.04146e-10 0 0 0 0 0 0
G2230 1.54199222728891e-06 2.27211e-06 0 0 0 1 0 0
G2231 3.75265925827771e-07 1.04146e-10 0 0 0 0 0 0
G2232 2.34970907746515e-07 1.04146e-10 0 0 0 0 0 0
G2233 2.74771109278537e-07 1.04146e-10 0 0 0 0 0 0
G2234 1.40151087366034e-06 1.04146e-10 0 0 0 7 0 17
G2235 4.51119036497769e-07 1.75613e-07 0 0 2 0 2 0
G2236 6.50126129674085e-07 7.62059e-07 0 0 0 0 0 0
G2237 4.2259937149411e-07 6.04225e-07 0 0 0 0 0 0
G2238 1.84936961211446e-06 5.90694e-07 0 0 0 0 0 0
G2239 9.396592901977e-07 1.84688e-06 0 0 0 1 0 5
G2240 1.05618766684672e-06 2.44034e-06 0 0 0 0 0 0
G2241 6.84690393917855e-07 1.04146e-10 0 0 0 0 0 0
G2242 4.64603778454146e-07 9.21009e-07 0 0 0 0 0 0
G2243 2.56132262168824e-06 4.98969e-06 0 0 0 10 0 14
G2244 2.87687960134735e-07 1.04146e-10 0 0 0 0 0 0
G2245 1.69885813126387e-07 1.04146e-10 0 0 0 0 0 0
G2246 2.73036297766319e-07 1.04146e-10 0 0 0 1 0 1
G2247 3.25405074708469e-07 1.04146e-10 0 0 0 0 0 0
G2248 1.05495505792315e-06 1.04146e-10 0 0 0 0 0 0
G2249 1.24479956318134e-07 1.04146e-10 0 0 0 0 0 0
G2250 3.35400391389045e-07 1.04146e-10 0 0 0 2 0 2
G2251 1.52611206854616e-06 4.37027e-06 0 0 0 0 0 0
G2252 1.63130031337619e-06 3.68051e-06 0 0 0 0 0 0
G2253 7.9898617156638e-07 6.29721e-07 0 0 4 0 3 0
G2254 2.72182284356115e-07 1.04146e-10 0 0 0 0 0 0
G2255 4.41948527466522e-07 1.04146e-10 0 0 0 0 0 0
G2256 5.02441368519375e-07 1.04146e-10 0 0 0 0 0 1
G2257 5.19175412123085e-07 2.00217e-07 0 0 0 0 0 0
G2258 1.47471345366233e-06 1.73541e-06 0 0 0 0 0 0
G2259 4.57684755020582e-07 1.44475e-06 0 0 0 0 0 0
G2260 2.85386055915584e-07 5.16854e-07 0 0 4 0 7 0
G2261 8.8351432141951e-07 1.04146e-10 0 0 0 4 0 8
G2262 3.95129094760392e-07 1.04146e-10 0 0 0 0 0 0
G2263 1.60096719768445e-06 1.04146e-10 0 0 0 0 0 0
G2264 4.72644371883235e-07 1.04146e-10 0 0 0 0 0 0
G2265 6.15026808673005e-07 4.28288e-08 0 0 0 0 0 0
G2266 5.1295819803316e-07 9.18864e-08 0 0 0 0 0 0
G2267 4.59571866358552e-08 1.04146e-10 0 0 0 0 0 0
G2268 1.03595814267942e-06 6.39251e-07 0 0 0 0 0 0
G2269 3.02337950252612e-07 1.69444e-07 0 0 0 0 0 0
G2270 9.07005982443825e-08 1.04146e-10 0 0 17 0 25 0
G2271 5.0959429500867e-07 5.22464e-07 0 0 0 0 0 0
G2272 9.58077108952085e-07 1.72349e-06 0 0 0 0 0 0
G2273 3.29798737430189e-07 1.04146e-10 0 0 0 0 0 0
G2274 6.2325676984978e-07 1.04146e-10 0 0 0 2 0 0
G2275 4.73928146596964e-07 1.04146e-10 0 0 0 1 0 2
G2276 1.58554394738851e-06 3.27658e-06 0 0 7 0 7 0
G2277 3.95511701472733e-07 1.04146e-10 0 0 13 0 18 0
G2278 1.29402141341933e-06 2.74013e-06 0 0 0 0 0 0
G2279 2.90638235567995e-07 2.53773e-07 0 0 0 0 0 0
G2280 1.12358552789811e-06 1.75003e-06 1 0 0 0 0 0
G2281 1.70631596321906e-07 8.62039e-07 0 0 0 0 0 0
G2282 4.01622309527769e-07 1.04146e-10 0 0 0 0 0 0
G2283 1.64414627543395e-06 1.78731e-07 0 0 0 0 0 0
G2284 6.29724221568165e-07 5.83363e-07 0 0 0 0 0 0
G2285 2.61579338331589e-07 1.04146e-10 0 0 0 7 0 13
G2286 6.48988004374645e-07 4.75407e-07 0 0 0 0 0 0
G2287 4.22278046347341e-07 1.04146e-10 0 0 0 0 0 0
G2288 2.88869006173096e-07 1.04146e-10 0 0 0 0 0 0
G2289 8.0768514538798e-07 2.87458e-06 0 0 0 0 0 0
G2290 1.4083570783025e-07 1.04146e-10 0 0 0 0 0 0
G2291 2.77684452286532e-07 1.04146e-10 0 0 0 0 0 0
G2292 2.35892645505277e-07 1.04146e-10 0 0 1 0 0 1
G2293 2.97944292377922e-07 1.04146e-10 0 0 0 0 0 0
G2294 8.0091742880094e-07 9.38812e-07 0 0 0 0 0 0
G2295 1.69516555560383e-06 1.04146e-10 0 0 0 0 0 0
G2296 1.25097510703941e-06 1.04146e-10 0 0 0 0 0 0
G2297 1.19826912030831e-06 1.04146e-10 0 0 0 0 0 0
G2298 2.23730273182337e-06 6.11357e-06 0 0 0 0 1 0
G2299 1.80576985901013e-07 1.04146e-10 0 0 0 0 0 0
G2300 3.34835626096764e-07 2.85272e-07 0 0 0 0 0 0
G2301 1.15854828103902e-06 1.85817e-06 0 0 3 0 1 0
G2302 1.51109290394868e-06 1.04146e-10 0 0 0 0 0 0
G2303 5.2995536915935e-07 1.04146e-10 0 0 0 0 0 0
G2304 1.28948485568531e-06 1.04146e-10 0 0 0 1 0 0
G2305 3.72141860288825e-07 1.04146e-10 0 0 0 0 0 0
G2306 2.73523021222717e-07 1.04146e-10 0 0 0 0 0 0
G2307 7.42139849449815e-07 2.75797e-06 0 0 0 0 0 0
G2308 6.46551388581885e-07 1.04146e-10 0 0 0 48 0 79
G2309 2.02512933612965e-07 1.04146e-10 0 0 0 0 0 0
G2310 1.30888410470231e-06 1.96496e-07 0 0 0 0 1 0
G2311 9.08080344338415e-07 2.31098e-06 0 0 0 0 0 0
G2312 3.24657100065345e-06 1.04146e-10 0 0 7 0 6 0
G2313 4.3461464127245e-07 4.71114e-07 0 0 0 0 0 0
G2314 6.8619334765192e-07 1.04146e-10 0 0 14 0 15 0
G2315 4.89349242774583e-07 1.90374e-06 0 0 0 0 0 0
G2316 8.5768147949346e-07 2.17238e-07 0 0 2 0 2 0
G2317 2.690815015443e-07 1.04146e-10 0 0 0 0 0 0
G2318 1.63521310726695e-06 8.12614e-07 0 0 0 8 0 14
G2319 9.11367949564415e-07 1.65914e-06 0 0 0 0 0 0
G2320 1.08748771615829e-06 2.48607e-06 0 0 0 0 0 0
G2321 1.22368418874342e-06 2.11745e-06 0 0 0 0 0 0
G2322 9.2672915609312e-07 3.28988e-06 0 0 0 0 0 0
G2323 7.5865400046607e-07 2.50386e-06 0 0 0 0 0 0
G2324 1.14386163023385e-06 2.16791e-06 0 0 0 0 0 0
G2325 5.77050221242105e-07 1.61863e-06 0 0 0 1 0 1
G2326 8.60473328422765e-07 3.07283e-06 0 0 0 0 0 0
G2327 8.30578265744405e-07 1.72286e-06 0 0 0 0 0 0
G2328 8.2939804432439e-07 3.3028e-06 0 0 0 0 0 0
G2329 7.691645725264e-07 2.11178e-06 0 1 0 0 0 0
G2330 6.72526339772945e-07 2.59925e-06 0 0 0 0 0 0
G2331 9.9883290646525e-07 1.61772e-06 0 0 0 0 0 0
G2332 1.09522645399901e-06 2.01555e-06 0 0 0 0 0 0
G2333 6.1337670513471e-07 4.96417e-07 0 0 0 0 0 0
G2334 9.9848377212699e-07 2.54657e-06 0 0 0 1 3 2
G2335 1.11399813063192e-06 3.0502e-06 0 1 0 0 0 0
G2336 4.96679715285916e-06 1.04068e-05 1 0 2 0 2 0
G2337 1.55287814730379e-06 4.36809e-06 0 0 0 0 0 0
G2338 1.00144637158762e-06 4.08841e-06 0 0 0 2 0 3
G2339 1.71676570548531e-06 2.27563e-06 1 0 0 0 0 0
G2340 7.8036635648685e-07 2.35455e-06 0 0 1 0 2 0
G2341 1.14960550505196e-06 2.444e-06 0 0 0 0 0 0
G2342 5.84877333028565e-07 1.47048e-06 0 0 0 0 0 0
G2343 4.90737353803534e-07 5.85307e-07 0 0 0 0 0 0
G2344 2.69242486727058e-07 1.04146e-10 0 0 0 0 0 0
G2345 1.28566959202565e-06 2.38525e-07 0 0 0 0 0 0
G2346 5.9427125395793e-07 1.34828e-06 0 0 0 0 1 0
G2347 3.12465911382444e-06 2.85502e-06 0 0 0 0 0 0
G2348 7.32193352696025e-06 2.16912e-05 0 0 6 0 5 0
G2349 6.08296160587135e-06 2.36179e-05 0 0 0 0 0 0
G2350 6.0166511356815e-06 3.09622e-05 0 0 0 0 0 0
G2351 1.37034415699514e-07 1.04146e-10 0 0 1 0 1 0
G2352 1.35155522161383e-07 1.04146e-10 0 0 3 0 1 0
G2353 8.8053804382779e-08 1.04146e-10 0 0 0 0 0 0
G2354 6.3979710380884e-06 2.48323e-05 0 0 0 0 0 0
G2355 6.21775639686035e-06 2.20975e-05 0 0 0 0 0 0
G2356 4.9857201757374e-06 2.44741e-05 0 0 0 0 0 0
G2357 4.59965314945474e-08 1.04146e-10 0 0 0 0 0 0
G2358 4.68890125740189e-06 2.08804e-05 0 0 0 0 0 0
G2359 4.69309556131306e-06 2.14099e-05 0 0 0 3 0 4
G2360 4.5937195784933e-06 1.94714e-05 0 0 0 0 0 0
G2361 3.97906625658712e-06 6.03538e-06 0 0 0 0 0 0
G2362 3.76865286092966e-06 8.75239e-06 0 0 2 0 4 0
G2363 3.57990604853254e-06 8.04355e-06 0 0 0 3 0 2
G2364 2.73816119761993e-07 1.04146e-10 0 0 0 0 0 0
G2365 3.82345594141333e-06 1.0641e-05 0 0 0 0 0 0
G2366 1.90835076892544e-06 8.89261e-06 0 0 0 0 0 0
G2367 2.18896229871804e-06 7.3835e-06 0 0 0 0 0 0
G2368 1.43170770661111e-06 7.2737e-06 0 0 0 0 0 0
G2369 1.96791968144574e-06 6.2481e-06 0 0 0 0 0 0
G2370 5.2843707034254e-07 1.35941e-06 0 0 0 0 0 0
G2371 7.0143386272089e-07 2.99436e-06 0 0 0 4 0 10
G2372 1.00247495954997e-06 2.94383e-06 0 0 0 0 0 0
G2373 8.9115323300919e-07 3.01446e-06 0 0 0 0 0 0
G2374 4.38653430753142e-07 1.42855e-06 0 0 0 0 0 1
G2375 5.3114250227307e-07 8.90489e-07 0 0 0 0 0 0
G2376 5.45756479636725e-07 1.8849e-06 0 0 0 0 0 0
G2377 6.82511329131425e-07 1.04146e-10 0 0 3 0 4 0
G2378 2.06088765036295e-06 9.93623e-06 0 0 0 0 0 0
G2379 1.3684344571826e-07 1.04146e-10 0 0 0 0 0 0
G2380 9.76404694866115e-07 6.172e-07 0 0 0 0 0 0
G2381 6.03924949152465e-07 1.33096e-06 0 0 0 0 0 8
G2382 5.6363696464255e-06 3.02634e-05 0 0 0 6 0 8
G2383 1.0287277863635e-06 3.45687e-06 0 0 0 0 0 0
G2384 1.2913770968061e-06 2.12837e-06 0 0 0 0 0 0
G2385 1.41046049942147e-07 1.04146e-10 0 0 0 0 0 0
G2386 1.11694233459083e-06 4.0694e-06 0 0 0 0 0 0
G2387 8.2634302197237e-07 2.94716e-06 0 1 0 2 0 1
G2388 4.23948808219269e-06 1.89804e-05 0 0 0 0 0 0
G2389 3.93586473417036e-06 1.44467e-05 0 0 0 0 0 0
G2390 1.86365321400386e-06 3.28456e-07 0 0 0 4 1 9
G2391 1.05169101081062e-06 1.16451e-06 0 0 0 0 0 0
G2392 9.28469025967805e-07 2.29488e-06 0 0 0 2 0 3
G2393 3.69468950323404e-07 5.062e-07 0 0 0 0 0 0
G2394 2.8471495561604e-07 1.83952e-07 0 0 2 0 2 0
G2395 2.07273632452812e-06 1.16166e-06 0 0 0 0 0 0
